S. No,State/UT,Year,Season,Scheme,District Name,Insurance Units,Farmers,Application_Loanee,Application_Non-Loanee,Thousand Hect._Area Insured,Amount In Lac._Farmers Premium,Amount In Lac._State Premium,Amount In Lac._GOI Premium,Sum Insured (In Lac.),Gender (%)_Male,Gender (%)_Female,Gender (%)_Others,Category (%)_SC,Category (%)_ST,Category (%)_OBC,Category (%)_GEN,Type of Farmer (%)_Marginal,Type of Farmer (%)_Small,Type of Farmer (%)_Others,Claim Paid (In Lac.)_Prevented Sowing,Claim Paid (In Lac.)_Localized,Claim Paid (In Lac.)_Mid-term,Claim Paid (In Lac.)_Yield Based,Claim Paid (In Lac.)_Post Harvest,Claim Paid (In Lac.)_WBCIS,Claim Paid (In Lac.)_Total Claim Paid,Claim Paid (In Lac.)_Total Farmer Benefit(Actual)
17,ASSAM,2024,1,4,Hojai,67,"14,172","2,513","15,925",10.19,12.81,128.58,58.35,"6,745.66",75.96,23.97,0.07,8.26,4.58,15.3,71.86,21.38,77.65,0.97,0,0,0,13,0,0,13,68
18,ASSAM,2024,1,4,Jorhat,136,"27,863","1,688","27,109",20.68,28.08,266.49,126.04,"14,028.17",70.18,29.78,0.04,9.32,13.86,55.69,21.13,7,91.2,1.8,0,0,0,0,0,0,0,0
19,ASSAM,2024,1,4,Kamrup,138,"29,671","1,176","41,370",21.01,29.58,253.92,40.04,"13,555.52",84.5,15.49,0.01,9.36,8.79,7.66,74.19,23.03,75.62,1.35,0,0,0,214,0,0,214,"2,853"
20,ASSAM,2024,1,4,Kamrup Metro,19,"2,922",660,"2,417",2.81,4.52,35.88,20.58,"1,905.58",69.09,30.84,0.07,26.75,20.8,13.03,39.42,5.82,93.83,0.35,0,0,0,0,0,0,0,0
21,ASSAM,2024,1,4,Karbi Anglong,7,"3,180","1,931","1,702",3.03,3.52,39.75,18.78,"2,059.51",55.93,44.01,0.06,7.21,57.23,12,23.56,21.77,75.7,2.53,0,0,0,0,0,0,0,0
22,ASSAM,2024,1,4,Karimganj,93,"9,709","1,143","8,883",6.66,9.8,85.4,42.35,"4,524.87",79.06,20.89,0.05,15.97,2.06,18.3,63.67,5.77,92.07,2.16,0,0,0,77,0,0,77,"1,745"
23,ASSAM,2024,1,4,Kokrajhar,11,"17,891","1,548","16,665",15.5,18.69,214.49,178.99,"10,514.60",76.56,23.43,0.01,3.18,46.41,19.74,30.67,48.12,50.16,1.72,0,0,0,2,0,0,2,27
24,ASSAM,2024,1,4,Lakhimpur,81,"40,865","3,386","38,276",34.48,41,953.89,"4,772.48","23,275.02",57.08,42.83,0.09,7.81,34.25,35.89,22.05,12.43,85.27,2.3,0,0,0,318,0,0,318,"11,866"
25,ASSAM,2024,1,4,Majuli,24,"9,878",595,"13,546",6.98,10.17,78.04,9.37,"4,358.47",76.42,23.53,0.05,17.21,43.75,22.34,16.7,23.36,73.18,3.46,0,0,0,0,0,0,0,0
26,ASSAM,2024,1,4,Marigaon,85,"18,728","1,675","24,850",11.87,18.91,152.1,87.12,"7,813.09",80.08,19.91,0.01,14.02,21.47,21.31,43.2,50.9,47.6,1.5,0,0,0,2,0,0,2,47
27,ASSAM,2024,1,4,Nagaon,176,"26,895","4,668","36,596",21.56,21.22,299.26,258.66,"14,555.83",74.87,25.07,0.06,5.58,3.23,19.64,71.55,52.27,41.23,6.5,0,0,0,0,0,0,0,0
28,ASSAM,2024,1,4,Nalbari,78,"9,970","1,486","9,558",8.3,10.03,107.6,49.49,"5,550.82",84.79,15.19,0.02,8.48,4.35,12.28,74.89,32.12,60.82,7.06,0,0,0,59,0,0,59,358
29,ASSAM,2024,1,4,Sivasagar,83,"24,437","2,428","23,685",13.57,23.59,164.65,35.66,"9,213.60",75.09,24.89,0.02,4.74,6.83,66.61,21.82,12.07,86.61,1.32,0,1,0,362,0,0,363,"7,181"
30,ASSAM,2024,1,4,Sonitpur,81,"15,090","1,014","20,273",13.32,15.29,171.06,77.28,"8,787.64",65.94,34.01,0.05,12.48,21.55,23.22,42.75,4.41,95.1,0.49,0,0,0,0,0,0,0,0
31,ASSAM,2024,1,4,South Salmara Mancachar,34,"8,993",42,"11,576",4.42,9.07,69.5,191.43,"2,865.30",77.52,22.43,0.05,0.34,0.38,0.79,98.49,1.47,97.69,0.84,0,0,0,51,0,0,51,684
32,ASSAM,2024,1,4,Tinsukia,85,"25,678","2,929","22,902",20.27,25.77,274.37,223.04,"13,768.04",46.04,53.91,0.05,2.18,16.85,68.25,12.72,3.64,93.91,2.45,0,0,0,75,0,0,75,"3,079"
33,ASSAM,2024,1,4,Udalguri,11,"22,886","1,096","23,213",18.41,23.08,244.21,63.91,"12,421.94",54.24,45.7,0.06,2.89,66.33,14.22,16.56,7.14,91.92,0.94,0,0,0,667,0,0,667,"8,598"
34,ASSAM,2024,1,4,West Karbi Anglong,4,569,403,309,0.57,0.5962,7.21,0.9957,384.99,66.43,33.43,0.14,0.42,57.16,5.62,36.8,27.39,72.05,0.56,0,0,0,0,0,0,0,0
1,CHHATTISGARH,2024,1,4,Balod,703,"1,06,653","4,69,367","3,954",130.55,"1,363.17","3,029.94","3,029.94","68,158.32",88.66,11.29,0.05,4.56,37.88,54.86,2.7,32.93,44.88,22.19,0,0,0,533,0,0,533,"2,675"
2,CHHATTISGARH,2024,1,4,Baloda Bazar,721,"89,827","4,61,898","5,906",101.66,"1,110.66","2,499.02","2,499.02","55,532.95",89.93,9.96,0.11,16.32,14.68,65.92,3.08,17.3,66.87,15.83,0,1,0,3,0,0,4,173
3,CHHATTISGARH,2024,1,4,Balrampur,655,"20,097","70,906","15,987",28.09,223.25,407.77,407.77,"11,162.48",90.89,8.79,0.32,2.1,58.82,27.54,11.54,18.23,53.24,28.53,0,6,0,20,1,0,27,"1,615"
4,CHHATTISGARH,2024,1,4,Bastar,587,"31,990","1,11,602","4,298",57.06,502.94,"1,386.48","1,386.48","25,151.23",83.74,16.17,0.09,1.58,66.33,20.53,11.56,19.34,54.84,25.82,0,0,0,348,1,0,349,"1,609"
5,CHHATTISGARH,2024,1,4,Bemetara,728,"1,20,885","5,45,622","7,362",163.62,"1,769.49","7,651.48","7,651.48","88,474.26",89.84,10.08,0.08,11.34,3.96,75.98,8.72,18.17,61.82,20.01,0,6,0,2,0,0,8,19
6,CHHATTISGARH,2024,1,4,Bijapur,405,"10,588","34,672","1,815",26.55,227.02,518.48,518.48,"11,351.08",80.87,18.97,0.16,7.11,75.94,12.02,4.93,25.09,49.05,25.86,0,0,0,302,1,0,303,554
7,CHHATTISGARH,2024,1,4,Bilaspur,741,"44,815","2,27,743","8,463",54.39,581.79,"1,443.48","1,443.48","29,089.61",90.61,9.3,0.09,21.28,17.89,52.91,7.92,20.45,57.52,22.03,0,1,0,304,16,0,321,"2,263"
8,CHHATTISGARH,2024,1,4,Dantewada,227,"9,826","10,728","15,125",23.85,200.23,500.43,500.43,"10,011.53",89.09,10.89,0.02,1.95,79.85,14.23,3.97,31.47,52.52,16.01,0,0,0,905,4,0,909,"3,232"
9,CHHATTISGARH,2024,1,4,Dhamtari,629,"70,705","2,93,378","4,010",77.4,873,"2,848.57","2,848.57","43,650.15",88.23,11.71,0.06,4,28.47,65.61,1.92,25.03,58.85,16.12,0,0,0,220,0,0,220,"3,884"
10,CHHATTISGARH,2024,1,4,Durg,432,"82,455","3,26,392","6,294",101.46,"1,168.92","3,284.93","3,284.93","58,446.16",86.97,12.93,0.1,8.6,4.3,80.23,6.87,25.31,51.29,23.4,0,6,0,56,1,0,63,705
11,CHHATTISGARH,2024,1,4,Gariyaband,675,"33,695","1,22,503","2,191",51.09,493.31,847.21,847.21,"24,665.80",89.47,10.41,0.12,5.29,42.78,47.66,4.27,17.64,60.71,21.65,0,0,0,1,0,0,1,4
12,CHHATTISGARH,2024,1,4,Gaurella Pendra Marwahi,230,"10,589","61,064","3,335",17.54,164.3,398.83,398.83,"8,215.23",87.2,12.75,0.05,4.5,52.64,30.6,12.26,14.69,53.38,31.93,0,0,0,4,0,0,4,45
13,CHHATTISGARH,2024,1,4,Janjgir-Champa,470,"14,312","97,046","1,247",17.19,190.64,77.42,77.42,"9,531.94",91.71,8.18,0.11,24.3,12.58,55.56,7.56,22.2,56.59,21.21,0,0,0,42,0,0,42,344
14,CHHATTISGARH,2024,1,4,Jashpur,764,"18,712","56,624","4,577",27.63,235.52,601.73,601.73,"11,776.08",91.71,7.86,0.43,4.19,62.5,27.79,5.52,17.38,43.66,38.96,0,0,0,204,1,0,205,"1,241"
15,CHHATTISGARH,2024,1,4,Kabirdham,970,"85,338","3,02,979","8,517",98.24,"1,073.96","4,624.82","4,624.82","53,698.25",91.42,8.49,0.09,8.36,12.22,73.85,5.57,21.15,60.48,18.37,0,72,0,21,53,0,146,667
16,CHHATTISGARH,2024,1,4,Kanker,"1,004","71,555","2,95,702","11,754",134.91,"1,204.81","2,087.97","2,087.97","60,240.50",77.98,21.93,0.09,2.74,64.12,25.79,7.35,20.65,54.22,25.13,0,0,0,839,0,0,839,"4,894"
17,CHHATTISGARH,2024,1,4,Khairgarh Chhuikhadan Gandai,461,"49,646","2,98,392","14,354",73.98,756.28,"4,238.05","4,238.05","37,814.02",90.39,9.53,0.08,6.09,7.97,81.26,4.68,21.23,57.62,21.15,0,6,0,185,0,0,191,"1,023"
18,CHHATTISGARH,2024,1,4,Kondagaon,536,"31,397","95,628",438,55.55,491.5,"1,222.98","1,222.98","24,574.79",86.44,13.37,0.19,2.23,73.55,22.52,1.7,13.94,66.13,19.93,0,0,0,216,0,0,216,"2,412"
19,CHHATTISGARH,2024,1,4,Korba,712,"23,627","1,40,937","12,495",38.02,330.67,"1,021.83","1,021.83","16,533.72",90.63,9.15,0.22,8.16,63.72,25.78,2.34,14.12,49.94,35.94,0,0,0,428,0,0,428,"1,276"
20,CHHATTISGARH,2024,1,4,Korea,279,"14,960","61,323","2,629",22.47,180.51,234.43,234.43,"9,025.41",89.49,10.39,0.12,2.59,45.69,46.43,5.29,15.44,49.55,35.01,0,0,0,0,0,0,0,45
21,CHHATTISGARH,2024,1,4,Mahasamund,"1,148","1,03,556","5,93,305","30,753",164.38,"1,676.33","5,325.94","5,325.94","83,816.31",89.08,10.83,0.09,7.38,24.32,64.36,3.94,19.47,52.2,28.33,0,0,0,"5,097",0,0,"5,097","15,232"
22,CHHATTISGARH,2024,1,4,Manendragarh-Chirimiri-Bharatpur,340,"8,932","27,649","1,699",13.82,110.15,357.41,357.41,"5,507.54",88.13,11.77,0.1,3.48,68.47,20.9,7.15,12.41,53.76,33.83,0,0,0,26,9,0,35,431
23,CHHATTISGARH,2024,1,4,Mohla Manpur Ambagarh,497,"36,210","1,61,718","3,556",61.42,559.6,"6,686.18","3,916.54","27,981.69",87.05,12.9,0.05,6.19,67.82,23.99,2,18.8,62.4,18.8,0,0,0,151,0,0,151,"1,148"
24,CHHATTISGARH,2024,1,4,Mungeli,692,"28,390","1,29,916","1,462",40.73,433.35,789.84,789.84,"21,667.34",91.74,8.13,0.13,24.51,8.16,56.43,10.9,16.84,58.16,25,0,0,0,12,0,0,12,139
25,CHHATTISGARH,2024,1,4,Narayanpur,174,"5,124","15,873",313,11.6,97.38,390.55,390.55,"4,869.20",86.04,13.88,0.08,1.4,78.88,16.49,3.23,30.48,59.81,9.71,0,0,0,314,6,0,320,"1,382"
26,CHHATTISGARH,2024,1,4,Raigarh,923,"22,787","87,053","5,457",23.9,209.86,615.5,615.5,"10,493.22",90.92,8.91,0.17,3.76,35.8,56.78,3.66,24.75,41.47,33.78,0,0,0,58,0,0,58,538
27,CHHATTISGARH,2024,1,4,Raipur,503,"40,967","1,53,197","2,063",43.99,494.5,818.69,818.69,"24,724.85",87.91,12.03,0.06,13.98,4.11,76.51,5.4,21.59,60.76,17.65,0,1,0,126,0,0,127,"1,715"
28,CHHATTISGARH,2024,1,4,Rajnandgaon,696,"1,07,957","5,12,000","29,133",143.48,"1,383.46","4,142.78","4,142.78","69,173.22",88.53,11.38,0.09,5.75,24.16,66.78,3.31,24.47,57.5,18.03,0,0,0,670,0,0,670,"2,993"
29,CHHATTISGARH,2024,1,4,Sakti,474,"21,249","1,48,940","2,942",24.17,282.02,221.71,221.71,"14,101.14",91.43,8.46,0.11,23,13.89,60.34,2.77,17.28,57.98,24.74,0,0,0,21,0,0,21,302
30,CHHATTISGARH,2024,1,4,Sarangarh Bilaigarh,767,"33,707","2,77,358","5,211",42.37,378.3,"1,363.60","1,363.60","18,915.46",92.88,7.02,0.1,20.38,8.98,68.36,2.28,18.1,61.95,19.95,0,0,0,0,0,0,0,0
31,CHHATTISGARH,2024,1,4,Sukma,256,"9,215","30,849","5,309",28.57,239.71,479.68,479.68,"11,985.68",86.43,13.47,0.1,0.61,79.96,10.48,8.95,20.72,33.45,45.83,0,1,0,270,0,0,271,707
32,CHHATTISGARH,2024,1,4,Surajpur,569,"33,159","1,50,741","6,130",45.43,362.92,551.46,551.46,"18,146.11",91.53,8.3,0.17,2.34,41.02,49.55,7.09,16.42,56.15,27.43,0,0,0,214,0,0,214,"2,635"
33,CHHATTISGARH,2024,1,4,Surguja,595,"34,435","1,27,491","7,871",34.67,276.3,556.06,556.06,"13,814.86",90.37,9.43,0.2,2.18,65.6,26.91,5.31,15.15,54.24,30.61,0,0,0,31,0,0,31,683
1,GOA,2024,1,4,North Goa,20,32,0,64,0,0.0449,0.0056,0.0056,2.24,84.38,15.63,-0.01,0,0,4.69,95.31,3.13,96.88,-0.01,0,0,0,1,0,0,1,31
2,GOA,2024,1,4,South Goa,15,51,1,152,0.01,0.1768,0.0734,0.0734,6.14,78.43,21.57,0,0,79.74,5.23,15.03,1.96,98.04,0,0,0,0,0,0,0,0,0
1,HARYANA,2024,1,4,Ambala,395,"3,621","86,863",7,5.57,112.72,56.39,56.39,"5,635.78",91.49,8.48,0.03,0.54,0.14,10.18,89.14,15.71,71.17,13.12,0,0,0,43,0,0,43,134
2,HARYANA,2024,1,4,Bhiwani,273,"74,237","21,63,664","1,82,137",110.7,"4,776.08","9,103.46","9,103.46","1,05,064.23",86.95,13.03,0.02,0.97,0.03,5.86,93.14,22.42,61.01,16.57,0,32,0,"1,870",0,0,"1,902","6,058"
3,HARYANA,2024,1,4,Charkhi Dadri,173,"16,426","5,25,939","16,717",21.76,893.12,827.07,827.07,"20,175.89",90.01,9.87,0.12,0.24,0,3.38,96.38,25.17,58.55,16.28,0,5,0,559,1,0,565,"3,196"
4,HARYANA,2024,1,4,Faridabad,69,259,"2,093","9,278",0.89,18.2,14.21,14.21,889.29,70.86,29.14,0,1.68,0.23,74.62,23.47,20.16,48.32,31.52,0,0,0,37,0,0,37,46
5,HARYANA,2024,1,4,Fatehabad,246,"25,076","5,26,289","4,514",37.8,"1,620.47","1,178.48","1,178.48","38,845.81",84,15.96,0.04,0.69,0.05,6,93.26,22.34,61.07,16.59,0,6,0,"2,993",0,0,"2,999","8,194"
6,HARYANA,2024,1,4,Gurugram,186,"2,681","44,735","8,238",2.99,69.17,92.07,92.07,"2,234.35",86.7,13.25,0.05,0.29,0.13,39.53,60.05,34.53,53.07,12.4,0,132,0,118,0,0,250,637
7,HARYANA,2024,1,4,Hisar,282,"78,893","16,75,951","30,328",109.74,"4,958.51","9,384.99","9,384.99","1,11,636.07",85.86,14.12,0.02,0.29,0.02,4.5,95.19,23.89,57.22,18.89,0,654,0,"12,770",2,0,"13,426","33,192"
8,HARYANA,2024,1,4,Jhajjar,234,"2,302","39,490","1,901",3.04,70.41,60.38,60.38,"2,602.43",91.72,8.28,0,0.17,0,8.78,91.05,26.82,54.11,19.07,0,17,0,29,0,0,46,270
9,HARYANA,2024,1,4,Jind,304,"23,461","5,76,858","11,535",33.12,"1,192.11","1,884.21","1,884.21","33,837.77",89.81,10.19,0,0.14,0.03,4.99,94.84,22.6,60.09,17.31,0,41,0,618,0,0,659,"2,845"
10,HARYANA,2024,1,4,Kaithal,274,"4,356","1,19,880",205,7.46,151.95,76,76,"7,547.15",88.69,10.9,0.41,0.22,0.05,4.15,95.58,23.92,50.85,25.23,0,4,0,24,0,0,28,85
11,HARYANA,2024,1,4,Karnal,370,"2,888","63,426",12,5.51,111.6,56.02,56.02,"5,575.64",90.73,9.24,0.03,1.17,0.08,9.8,88.95,18.43,54.63,26.94,0,0,0,14,0,0,14,196
12,HARYANA,2024,1,4,Kurukshetra,365,"3,084","87,115",23,5.34,108.15,54.09,54.09,"5,402.25",89.39,10.61,0,0.87,0.15,10.12,88.86,17.42,62.17,20.41,0,0,0,0,0,0,0,0
13,HARYANA,2024,1,4,Mahendragarh,374,"13,908","3,28,681",445,12.13,284.37,428.77,428.77,"8,089.47",90.59,9.39,0.02,0.26,0.01,46.12,53.61,31.59,61.99,6.42,0,57,0,75,0,0,132,"1,474"
14,HARYANA,2024,1,4,Nuh,341,"3,927","55,283","35,429",6.68,123.73,89.44,89.44,"5,511.17",85.17,14.47,0.36,0.45,0,60.27,39.28,34.84,51.68,13.48,0,123,0,527,53,0,703,"1,157"
15,HARYANA,2024,1,4,Palwal,266,"6,081","90,640","5,982",6.84,206.68,161.5,161.5,"6,637.21",89.47,10.5,0.03,0.32,0.01,16.96,82.71,28.46,59.61,11.93,0,187,0,340,0,0,527,"2,323"
16,HARYANA,2024,1,4,Panchkula,131,480,"9,244",13,0.53,10.67,21.51,21.51,533.31,93.75,6.25,0,0.58,0,19.25,80.17,28.4,46.59,25.01,0,0,0,0,0,0,0,19
17,HARYANA,2024,1,4,Panipat,163,"1,142","18,398",0,2.32,46.88,35.23,35.23,"2,342.37",94.59,5.39,0.02,0.09,0.02,8.34,91.55,15.21,49.16,35.63,0,0,0,0,0,0,0,0
18,HARYANA,2024,1,4,Rewari,397,"12,589","2,20,511","8,794",11.24,276.1,331.47,331.47,"7,768.10",91.99,7.95,0.06,0.15,0.01,55.7,44.14,32.83,57.5,9.67,0,204,0,170,1,0,375,"1,476"
19,HARYANA,2024,1,4,Rohtak,140,"3,701","70,375",656,5.08,120.91,122.94,122.94,"5,111.50",88.35,11.65,0,0.42,0.06,10.46,89.06,34.13,51.32,14.55,0,6,0,335,0,0,341,231
20,HARYANA,2024,1,4,Sirsa,334,"84,576","22,03,847","59,228",156.76,"6,990.23","9,365.98","9,365.98","1,60,911.52",82.83,17.12,0.05,0.43,0.09,8.32,91.16,18.77,58.98,22.25,0,0,0,"7,963",0,0,"7,963","18,896"
21,HARYANA,2024,1,4,Sonipat,295,"8,863","1,63,176","3,854",10.76,218.74,113.25,113.25,"10,856.59",91.54,8.46,0,0.05,0,9.41,90.54,23.19,63.71,13.1,0,1,0,101,0,0,102,155
22,HARYANA,2024,1,4,Yamunanagar,421,"1,189","20,611",0,1.43,28.98,12.41,12.41,"1,448.51",91.92,8.08,0,1.08,0.04,18.17,80.71,23.07,54.11,22.82,0,0,0,0,0,0,0,9
1,HIMACHAL PRADESH,2024,1,4,Bilaspur,7,"14,942","15,369","1,097",4.64,55.73,25.08,225.76,"2,786.49",92.7,7.26,0.04,8.82,2.18,3.33,85.67,43.26,55.63,1.11,0,0,0,375,0,0,375,"14,732"
2,HIMACHAL PRADESH,2024,1,4,Chamba,12,"5,803","5,912",27,1.12,13.39,8.59,77.33,669.53,93.84,6.16,0,10.19,23.25,3.57,62.99,24.47,71.91,3.62,0,0,0,41,0,0,41,"3,947"
3,HIMACHAL PRADESH,2024,1,4,Hamirpur,10,"23,330","24,085",151,7.79,93.47,13.97,125.77,"4,673.62",89.31,10.67,0.02,5.14,0.45,3.5,90.91,39.12,53.38,7.5,0,0,0,0,0,0,0,9
4,HIMACHAL PRADESH,2024,1,4,Kangra,34,"29,762","30,425",210,9.96,119.53,22.23,200.11,"5,976.42",92.35,7.64,0.01,5.51,1.97,15,77.52,24.34,70.02,5.64,0,0,0,83,0,0,83,"4,266"
5,HIMACHAL PRADESH,2024,1,4,Kullu,8,124,6,145,0.02,0.2567,0.231,2.08,12.83,90.73,9.27,0,24.5,0,0,75.5,50.99,41.72,7.29,0,0,0,0,0,0,0,55
6,HIMACHAL PRADESH,2024,1,4,Mandi,19,"4,123","4,568",174,1.04,12.5,6.72,60.45,624.99,93.84,6.16,0,7.61,2.11,4.56,85.72,32.9,66.36,0.74,0,0,0,64,0,0,64,"2,759"
7,HIMACHAL PRADESH,2024,1,4,Shimla,7,239,239,11,0.03,0.3037,0.2733,2.46,15.19,93.2,6.8,0,1.6,0,0.8,97.6,50,50,0,0,0,0,0,0,0,0,0
8,HIMACHAL PRADESH,2024,1,4,Sirmaur,9,"2,310","2,803",95,0.91,10.87,4.49,40.4,543.54,94.31,5.66,0.03,7.83,2.04,11.49,78.64,40.58,55.45,3.97,0,0,0,6,0,0,6,473
9,HIMACHAL PRADESH,2024,1,4,Solan,11,"1,698","1,701",216,0.51,6.09,1.63,14.67,304.47,95.2,4.8,0,3.91,1.77,4.07,90.25,33.49,63.85,2.66,0,0,0,4,0,0,4,47
10,HIMACHAL PRADESH,2024,1,4,Una,12,"14,266","15,409",101,4.87,58.39,14.99,134.9,"2,919.70",89.35,10.63,0.02,4.27,1.2,9.91,84.62,37.05,59.41,3.54,0,0,0,0,0,0,0,5
1,JAMMU AND KASHMIR,2024,1,4,Anantnag,15,"5,260","5,138",271,1.03,27.25,10.79,97.14,"1,362.45",93.84,6.16,0,1.42,2.57,7.21,88.8,9.95,89.46,0.59,0,1,0,189,4,0,194,"3,150"
2,JAMMU AND KASHMIR,2024,1,4,Bandipore,9,"2,465",316,"2,410",0.51,7.09,4.22,37.99,354.66,89.58,10.42,0,2.46,22.23,2.57,72.74,45.16,54.66,0.18,0,0,0,43,0,0,43,"2,426"
3,JAMMU AND KASHMIR,2024,1,4,Baramulla,34,"5,398","1,260","4,820",1.47,20.7,14.82,133.34,"1,034.78",91.12,8.87,0.01,0.2,3.49,2.24,94.07,27.57,71.23,1.2,0,0,0,144,0,0,144,"5,307"
4,JAMMU AND KASHMIR,2024,1,4,Budgam,25,"7,401","6,170","1,476",1.9,30.21,18.62,167.61,"1,510.42",93.04,6.94,0.02,0.38,0.6,3.64,95.38,38.43,60.82,0.75,0,0,0,139,0,0,139,"7,225"
5,JAMMU AND KASHMIR,2024,1,4,Doda,16,"11,061","10,022","1,246",7.07,85.05,13.55,121.93,"4,252.35",94.54,5.45,0.01,3.05,1.99,1.63,93.33,21.98,76,2.02,0,59,0,164,0,0,223,"3,897"
6,JAMMU AND KASHMIR,2024,1,4,Ganderbal,9,"3,394","1,069","2,512",0.81,12.42,7.51,67.63,620.94,92.29,7.68,0.03,0.78,14.13,2.9,82.19,16.95,82.44,0.61,0,0,0,70,0,0,70,"3,328"
7,JAMMU AND KASHMIR,2024,1,4,Jammu,20,"26,022","26,762",59,14.14,272.85,112.63,"1,013.68","13,642.31",95.44,4.55,0.01,8.02,1.25,6.43,84.3,46.45,50.58,2.97,0,11,0,367,120,0,498,"6,436"
8,JAMMU AND KASHMIR,2024,1,4,Kathua,19,"12,222","12,420",72,5.38,77.46,47.14,424.23,"3,872.87",95.12,4.87,0.01,8.35,2.59,12.8,76.26,39.41,57.92,2.67,0,4,0,279,0,0,283,"8,275"
9,JAMMU AND KASHMIR,2024,1,4,Kishtwar,13,"7,425","7,308",181,3.8,45.62,53.84,484.58,"2,280.90",94.57,5.41,0.02,1.94,2.63,0.84,94.59,13.59,85.71,0.7,0,12,0,31,0,0,43,"2,152"
10,JAMMU AND KASHMIR,2024,1,4,Kulgam,14,"3,505",882,"2,712",0.52,7.69,4,36.01,384.42,93.21,6.73,0.06,0.28,1.84,8.15,89.73,21.68,78.13,0.19,0,0,0,28,0,0,28,"3,442"
11,JAMMU AND KASHMIR,2024,1,4,Kupwara,31,"8,271","5,071","4,004",2.15,32.31,30.19,271.72,"1,615.42",92.14,7.82,0.04,0.19,4.01,4.78,91.02,47.74,48.5,3.76,0,0,0,196,0,0,196,"8,029"
12,JAMMU AND KASHMIR,2024,1,4,Poonch,11,"3,966","3,908",187,1.45,17.49,12.81,115.32,874.63,93.31,6.69,0,0.34,13.94,1.47,84.25,16.53,81.34,2.13,0,24,0,13,0,0,37,532
13,JAMMU AND KASHMIR,2024,1,4,Pulwama,16,"3,989","1,723","2,647",0.86,13.4,6.14,55.23,670.04,90.98,8.99,0.03,0.96,4.49,1.88,92.67,28.65,70.98,0.37,0,0,0,70,0,0,70,"3,934"
14,JAMMU AND KASHMIR,2024,1,4,Rajouri,19,"8,072","7,880",346,4.91,59.46,18.67,168.07,"2,972.76",93.63,6.37,0,2.92,29.29,2.49,65.3,28.36,66.24,5.4,0,73,0,6,0,0,79,306
15,JAMMU AND KASHMIR,2024,1,4,Ramban,11,"4,339","5,056",155,3.73,46.59,17.7,159.28,"2,329.60",93.65,6.35,0,2.19,1.36,16.6,79.85,25.52,71.52,2.96,0,34,0,47,0,0,81,"2,060"
16,JAMMU AND KASHMIR,2024,1,4,Reasi,12,"5,994","6,011",67,2.7,32.38,9.43,84.88,"1,619.12",94.34,5.59,0.07,2.75,9.89,2.06,85.3,57.22,38.78,4,0,7,0,0,0,0,7,40
17,JAMMU AND KASHMIR,2024,1,4,Samba,9,"9,799","9,445",777,4.23,82.36,33.37,300.35,"4,117.89",93.11,6.88,0.01,10.89,1.47,4.16,83.48,25.46,71.49,3.05,0,39,0,75,36,0,150,"3,869"
18,JAMMU AND KASHMIR,2024,1,4,Shopian,2,740,347,417,0.18,3.01,2.56,23.08,150.54,94.11,5.89,0,0,0,0.65,99.35,51.83,48.17,0,0,0,0,11,0,0,11,727
19,JAMMU AND KASHMIR,2024,1,4,Srinagar,5,"1,175",577,699,0.23,3.36,5.25,18.08,168.19,89.73,10.27,0,0.08,18.1,3.45,78.37,45.3,52.51,2.19,0,0,0,13,0,0,13,865
20,JAMMU AND KASHMIR,2024,1,4,Udhampur,17,"10,105","11,027",79,3.34,54.53,35.16,316.41,"2,726.41",96.78,3.12,0.1,8.52,2.29,1.97,87.22,31.31,66.01,2.68,0,8,0,18,1,0,27,"1,092"
1,JHARKHAND,2024,1,4,Bokaro,252,"1,24,287","24,502","1,37,184",89.53,1.62,"5,305.02","3,962.46","67,208.94",57.97,41.97,0.06,8.13,8.53,72.37,10.97,12.62,82.8,4.58,0,0,0,0,0,0,0,0
2,JHARKHAND,2024,1,4,Chatra,162,"1,21,873","24,692","1,33,555",96.5,1.58,"4,185.57","3,054.82","56,616.52",50.9,49.03,0.07,15.18,6.44,63.34,15.04,16.62,77.72,5.66,0,0,0,0,0,0,0,0
3,JHARKHAND,2024,1,4,Deoghar,204,"4,48,220","25,711","7,19,242",275.68,7.45,"14,372.00","10,271.03","2,05,420.62",60.7,39.25,0.05,9.73,6,68.24,16.03,5.95,90.09,3.96,0,0,0,0,0,0,0,0
4,JHARKHAND,2024,1,4,Dhanbad,261,"1,36,744","16,539","1,44,693",35.27,1.61,"1,326.67",817.1,"25,559.01",52.74,47.21,0.05,6.42,8.05,77.73,7.8,11.18,84.11,4.71,0,0,0,0,0,0,0,0
5,JHARKHAND,2024,1,4,Dumka,216,"1,71,419","18,765","1,99,206",98.87,2.18,"2,652.23","1,252.57","70,091.65",56.38,43.58,0.04,6.3,19.68,69.42,4.6,6.13,90.92,2.95,0,0,0,0,0,0,0,0
6,JHARKHAND,2024,1,4,East Singhbum,227,"78,042","33,059","1,18,625",57.56,1.52,"4,464.38","3,465.78","50,005.99",74.22,25.76,0.02,3.72,30.1,55.6,10.58,10.12,87.71,2.17,0,0,0,0,0,0,0,0
7,JHARKHAND,2024,1,4,Garhwa,209,"90,575","19,898","97,642",64.87,1.18,"1,805.01",944.38,"43,090.28",57.92,42.02,0.06,20.72,11.28,57.84,10.16,9.95,83.11,6.94,0,0,0,0,0,0,0,0
